Latitude,Longitude,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,Status
-6.5859,146.8182,10,1.8,21,5.5,0,0,19,16,2.82,6.8,1.24,1
-20.1745,-69.0385,100,1.7,21,5.6,2,0,19,38,0.113,4.7,0.64,1
-32.6953,-71.4416,32,1.7,21,6.4,2,0,19,30,0.454,4.9,0.88,1
38.2151667,-122.3123333,11.12,0.15,369,6.02,5,0,0,28,0.03579,0.11,0.18,1
-55.323,-28.5152,10.5,3.4,21,5.5,3,0.08,54,29,4.729,8.2,0.97,1
-14.598,-73.5714,101,1.8,21,6.8,2,0,54,18,4.107,4.7,0.9,1
-16.126,-73.1133,62,1.7,21,5.5,2,0,54,38,3.463,7.4,0.69,1
-15.5674,-177.8307,10,1.7,21,5.6,1,0.058,29,37,4.5,7.9,0.62,1
-15.0455,167.3911,115.25,3.6,21,5.9,2,0,29,23,0.438,7.9,0.62,1
32.0864,132.0682,20,1.7,21,5.8,2,0,29,18,1.443,5.9,1.27,1
36.685,23.706,80,4.1,21,5.8,2,0,29,18,1.443,6.2,0.97,1
-41.8341,84.8674,10,1.8,21,5.5,1,0.063,24,57,6.913,10.5,1.01,1
64.681,-17.495,0,1.7,21,5.5,2,0,24,49,1.646,3.8,0.7,1
-15.0604,-173.3796,6,1.8,21,5.8,2,0,24,36,5.181,8.1,1.19,1
-15.0246,-173.5213,10,1.8,21,5.5,0,0,24,59,2.02,10.5,1.14,1
-14.8901,-173.0278,10,1.7,21,5.7,2,0,24,27,1.555,6.6,0.75,1
-26.6424,-114.7393,10,1.7,21,5.9,2,0,24,34,4.851,9.9,0.58,1
-21.3869,-173.3232,35,1.8,21,6,2,0,24,21,3.93,6.1,0.86,1
-26.708,-114.2499,14,1.7,21,5.8,2,0,24,35,4.408,7.2,0.71,1
-26.6478,-114.5,7,1.5,21,6.1,2,0,24,33,4.637,8.9,0.57,1
-26.7652,-114.4718,10,1.8,21,5.9,2,0,24,63,4.599,10.5,0.7,1
18.7529,-107.0488,17,1.8,21,6.2,2,0,24,85,5.572,8.6,0.81,1
64.5442,-17.395,4.98,3.1,21,5.5,2,0,24,19,1.704,6.2,0.64,1
-0.2422,125.104,35,1.8,21,6.2,2,0,24,28,2.463,5.7,0.52,1
-0.1835,125.1251,30,1.7,21,5.9,2,0.043,24,23,2.434,4.7,1.15,1
-0.2002,125.0922,40.82,4.6,21,5.6,3,0.052,132,26,2.466,6.5,1.06,1
64.5728,-17.3974,10,1.8,21,5.5,2,0,132,30,1.699,6.5,0.88,1
-6.308,151.7171,28.07,3.2,21,5.5,2,0,132,19,2.149,6,0.49,1
36.0873,139.8502,49.94,2.3,21,5.5,2,0,132,32,0.31,4.6,0.71,1
13.7641,144.4294,130,1.8,21,6.7,2,0,132,11,0.46,6.8,0.84,1
50.5415,150.1349,500,4.6,21,5.5,1,0.059,28,32,5.348,8.1,0.32,1
-0.7667,134.3003,11.84,3.1,21,5.5,3,0.047,164,16,2.962,7,0.87,1
27.9401,139.597,491.15,6.1,21,5.5,2,0,164,27,2.447,9.9,0.73,1
-56.0228,-27.7792,109.33,3.1,21,5.7,2,0,164,26,5.289,8.5,0.6,1
-5.3952,151.7372,57.23,3.9,21,5.5,0,0,164,15,1.269,5.9,0.62,0
-23.8009,-66.6321,224,1.8,21,6.2,2,0,164,25,2.407,6.9,1.19,0
-9.4618,156.4122,4,1.7,21,6.1,2,0,164,21,3.488,7.1,1.25,0
61.9449,-151.8159,108.9,0.4,21,6.2,6,0,164,21,3.488,0.3,1.02,0
12.5193,95.2254,20.22,2.6,21,5.5,0,0,164,18,2.574,6.2,0.69,0
-19.1319,-176.3434,10,1.8,21,5.7,0,0,164,80,5.495,8.1,1.02,0
64.5075,-17.315,10,1.8,21,5.6,2,0,164,30,7.307,7.8,0.86,0
1.6025,67.7354,10,1.7,21,5.5,1,0.032,92,21,10.115,8.6,0.75,0
-17.8303,-178.5952,572.19,4.8,21,5.5,1,0.052,35,18,3.194,9.5,0.66,0
-6.0706,149.5329,42,1.7,21,6,2,0,35,19,3.217,4.8,0.61,0
52.3188,158.0527,143,1.8,21,5.7,2,0,35,24,0.793,4.6,0.88,0
40.1565,142.7657,30,1.7,21,5.5,2,0,35,20,1.88,6.3,0.79,0
11.3267,122.1187,19.45,3.1,21,5.5,1,0.075,17,39,2.99,6.8,0.64,0
17.418,-94.822,145.8,0.3,21,5.6,2,0.04,17,39,2.99,4.9,1.3,0
-49.7979,125.7688,10,1.7,21,5.5,2,0.098,17,34,16.364,9.9,0.9,0
15.4121,147.2265,4,1.7,21,5.7,2,0,17,17,1.389,7,0.77,0
64.5298,-17.1994,4,1.8,21,5.5,2,0,17,44,1.79,7.4,0.66,0
23.3834,100.4702,8.51,3.1,21,6.1,2,0,17,23,2.7,6.3,0.8,0
23.8441,-108.3311,10,1.8,21,6.1,2,0,17,50,1.868,5.4,0.32,0
30.3137,-41.8857,10,1.8,21,5.6,0,0,17,28,19.588,10.1,0.53,0
-32.1082,-110.8112,16.54,2.9,21,7,2,0,17,22,5.127,8.2,0.43,0
-32.0953,-110.8647,10,1.7,21,6.6,2,0,17,32,5.127,9.3,0.43,0
-32.6135,-111.656,10,1.7,21,5.7,0,0,17,36,5.827,10.8,0.72,0
-31.9909,-111.1953,10,1.7,21,5.7,2,0,17,37,5.111,5.3,0.89,0
-32.1648,-110.836,10,1.7,21,5.6,2,0,17,31,5.187,4.8,0.74,0
41.0272,143.1649,22,1.4,21,6.1,2,0,17,28,0.987,5.9,0.72,0
16.025,-95.649,10,3.9,21,5.5,2,0,17,28,0.987,4.2,2.1,0
57.282,-33.2667,10,1.7,21,5.6,2,0.098,17,23,7.344,7.3,0.63,0
-46.2066,165.9628,20,1.8,21,5.8,2,0,17,46,0.5,7.2,0.75,0
12.5262,-88.1225,40,1.8,21,7.3,2,0,17,18,1.078,5.6,0.7,0
-34.8164,179.864,14.21,3.3,21,5.7,3,0.041,229,52,3.015,9.2,0.51,0
64.4814,-18.0043,10,1.8,21,5.5,2,0,229,75,1.456,7,0.97,0
32.5273,47.8065,10,1.7,21,5.7,2,0,229,44,6.951,6.9,0.65,0
31.7863,140.5047,60,1.8,52,5.5,2,0.04,229,29,1.448,6.6,0.69,0
-3.3258,150.8427,10,1.8,21,5.8,2,0,229,46,1.573,8,1.06,0
-61.9473,161.3242,10,1.7,21,5.7,1,0.065,23,37,7.574,9.4,1.18,0
0.6623,-77.8895,10,1.7,21,5.6,1,0.054,33,27,0.702,5.5,0.95,0
-63.4595,169.6619,10,1.7,21,5.6,1,0.062,25,21,14.342,10.8,0.98,0
27.4158,128.5533,43,1.8,21,5.8,2,0,25,19,0.629,5.4,0.95,0
-10.5571,-74.0836,125,1.8,21,5.7,2,0.042,25,46,3.056,6.8,1.01,0
9.7575,126.7514,46.09,4.6,21,5.5,0,0,25,37,2.911,7.2,1.12,0
-15.2954,-174.6752,8,1.7,21,6,2,0,25,45,5.892,6.6,0.55,0
-6.9881,117.5894,535,1.9,21,5.7,2,0,25,21,2.91,8.8,0.76,0
-31.9202,-111.107,10,1.7,21,5.8,2,0,25,38,5.02,10.4,0.63,0
-31.852,-111.2436,10,1.6,21,6,2,0,25,36,4.994,9.3,0.98,0
-19.6903,-177.7587,434,1.2,21,7.1,2,0,25,13,4.415,8.5,0.84,0
-61.2203,154.2778,10,1.7,21,6,2,0,25,42,7.185,7.4,0.91,0
4.6657,-32.6801,10,1.9,21,5.5,2,0,25,55,10.908,9.5,0.97,0
-41.7317,79.9602,10,1.8,21,6.3,2,0,25,17,4.34,8.6,1.15,0
4.78,95.0654,39,1.5,21,5.5,2,0,25,21,1.927,6.3,1.08,0
-5.9873,148.2315,53.19,3.1,21,6.6,2,0,25,13,3.557,6.2,0.91,0
-22.773,171.4529,7,1.7,21,5.9,2,0,25,22,4.686,7.8,1.01,0
-21.631,-68.725,111.3,3.9,21,5.6,2,0,25,22,4.686,6,1.03,0
-30.0426,-177.8549,29,1.8,21,5.7,2,0,25,54,0.797,8,0.89,0
1.1343,-85.3828,10,1.9,21,5.5,1,0.054,33,86,5.221,7.5,0.73,0
-15.2155,173.0845,10,1.7,21,6,2,0,33,44,5.389,7.5,0.98,0
-18.4981,169.1149,211,1.8,21,5.5,1,0.093,11,24,3.542,3.4,0.89,0
1.8929,126.5217,45,1.7,21,7.1,2,0.063,11,18,1.397,5.8,0.71,0
1.6728,126.2983,44.94,7.5,21,5.9,3,0.122,33,59,1.393,9.8,1.18,0
-0.1448,123.8891,90.28,3.9,21,5.9,2,0.048,33,14,1.429,6.9,1,0
1.7859,126.5628,35,0.8,21,5.5,2,0.048,33,28,1.288,5.7,0.93,0
-37.6478,179.6621,22,1.7,21,6.7,2,0.063,33,25,1.079,6.4,0.49,0
-9.5484,155.1391,10,1.3,21,5.8,2,0,33,14,4.744,6.4,0.89,0
-36.0008,-102.1971,19.08,3.3,21,5.5,0,0.083,33,37,10.735,10.7,0.81,0
-46.3484,33.8037,10,1.7,21,6.1,2,0,33,19,12.473,8.3,0.69,0
7.484,94.359,6.61,2.9,21,5.6,2,0,33,23,3.411,7.8,0.43,0
1.8693,126.4751,30,1.8,21,5.8,2,0.055,33,19,1.408,5.4,0.87,0
37.3226,141.6082,32,1.8,21,5.6,2,0,33,51,0.848,5.3,0.47,0
23.5081,93.5148,49,1.8,21,5.6,1,0.049,40,10,2.546,7.3,0.78,0
20.6545,120.0724,4,1.7,21,5.8,2,0,40,21,2.347,6.4,0.76,0
2.2999,127.0562,35,1.8,21,6.5,2,0,40,9,1.549,5.1,1.16,0
30.3398,101.7374,9,0.5,21,5.9,2,0,40,24,5.271,6.5,0.72,0
36.6408,137.8875,9,1.7,21,6.2,2,0,40,19,0.271,5.3,0.98,0
45.8977,27.1505,32,1.8,21,5.6,2,0,40,13,0.149,2.9,0.86,0
-5.9626,154.9618,170,1.9,21,5.6,2,0,40,21,3.296,8.2,0.82,0
30.1884,101.7618,9,1.8,21,5.6,1,0.054,33,19,5.119,5.5,0.61,0
1.9604,126.5751,39,1.7,21,6.8,2,0.067,33,19,1.421,4.3,1.19,0
1.8122,126.4582,30.39,3.2,21,5.6,3,0.038,248,20,1.375,6.8,0.78,0
5.7314,61.381,10,1.8,21,5.6,2,0,248,53,9.936,8.1,1.24,0
2.3835,127.0084,37,1.9,21,5.8,2,0,248,19,1.64,6.6,0.81,0
-48.8526,164.4453,21,1.8,21,5.7,2,0,248,78,3.085,10,1.11,0
6.1572,123.1261,614,1.9,21,6.6,2,0,248,9,2.6,8.6,1.32,0
-2.9324,122.423,10,1.7,21,5.5,1,0.052,36,25,1.91,4.8,1.2,0
23.3363,100.4736,11,1.8,21,5.6,2,0,36,20,2.728,6.5,0.89,0
23.3577,100.533,10,1.7,21,5.6,2,0,36,19,2.673,6.1,0.71,0
7.9824,-82.7339,15,1.7,21,6,2,0,36,37,2.424,6.8,0.97,0
-6.11,130.4829,116,1.8,21,6,2,0,36,10,2.029,6.1,0.74,0
-6.5108,154.4603,23,1.7,21,6.6,2,0,36,12,3.246,6.9,0.72,0
-6.4606,154.2587,10,1.7,21,5.6,0,0,36,18,3.071,7.2,0.89,0
13.7465,-91.3822,28,1.7,21,5.9,2,0,36,28,0.83,5.9,0.85,0
13.6717,-91.4731,32,1.7,21,6.1,2,0,36,54,0.874,4.9,0.48,0
7.9401,-82.6865,20,1.8,21,6.6,2,0,36,43,2.485,3.6,1.01,0
50.3161,158.0836,47.13,1.7,21,5.6,3,0.026,548,54,2.734,8,0.83,0
1.5378,126.232,40.71,4,21,5.7,2,0,548,25,1.366,5.9,0.54,0
25.5403,122.4503,256,1.8,21,6.1,2,0,548,10,1.031,5.3,0.77,0
-56.7511,-25.4248,10,1.8,21,5.5,1,0.06,27,43,6.751,10.1,0.95,0
-18.9043,-176.4443,316.37,3.6,21,5.8,2,0,27,29,5.352,7.2,0.99,0
-3.8295,100.1432,10,1.4,21,5.9,2,0,27,27,2.854,5.4,1.26,0
-56.6279,-25.3698,10,1.7,21,5.5,2,0,27,33,6.745,10.3,1.09,0
16.1951,-61.8091,118.07,3.5,21,5.6,2,0,27,30,1.586,6.6,0.72,0
37.4017,141.5534,31.31,2.7,21,5.9,2,0,27,19,0.765,5,0.76,0
2.0892,126.6483,41,1.8,21,6.3,2,0,27,19,1.492,6.1,0.98,0
-54.1054,-146.0942,14,1.6,21,5.8,2,0,27,25,28.439,10.2,0.79,0
-56.3004,147.2567,10,1.7,21,5.5,1,0.058,29,49,6.904,10.1,1.05,0
-56.3945,147.336,4,1.6,21,5.9,1,0.054,33,43,6.878,9.6,0.93,0
6.5189,-82.3463,10,1.8,21,5.9,2,0,33,57,3.876,7.4,0.9,0
-17.9261,-179.49,621.76,4.1,21,5.5,1,0.069,20,27,2.347,6.1,0.74,0
8.6341,121.5213,8,1.7,21,6.1,2,0,20,35,4.31,6.9,1.17,0
-56.659,-24.8509,19.03,2.1,21,5.6,2,0.041,20,27,7.03,9.1,0.81,0
-20.3263,-178.5639,599.28,3.6,21,6,2,0,20,25,4.103,9.3,0.73,0
-4.4378,144.002,123,1.8,21,5.8,2,0,20,14,3.805,7.1,1.12,0
13.7483,120.6673,110,1.9,21,5.5,1,0.05,39,30,8.78,8.3,0.96,0
6.5739,60.3653,10,1.9,21,5.5,0,0,39,56,8.627,5.8,0.88,0
-43.0546,171.2364,8.06,2.7,21,5.6,2,0,39,44,0.646,4.5,1.24,0
55.2049,163.2446,10,1.8,21,5.6,1,0.035,78,73,3.476,7.5,0.63,0
5.9045,-82.6576,8,1.8,21,6.5,2,0,78,61,4.318,7.3,1.17,0
-61.6118,161.3346,10,1.7,21,5.7,1,0.071,19,37,7.244,11.4,0.77,0
-5.655,68.3613,10,1.7,21,5.6,2,0,19,40,4.423,9.2,0.7,0
-21.6328,-68.5339,108.78,3.3,21,5.5,2,0,19,30,0.678,5.6,1.13,0
14.7709,120.2456,59,1,21,5.9,2,0,19,21,8.042,7.4,0.72,0
15.4767,-93.3808,75,1.8,21,5.5,2,0,19,47,0.275,5.7,1.25,0
-5.587,133.9223,20.91,3,21,5.6,2,0,19,18,3.131,6.3,0.82,0
-22.237,-63.1461,557.17,4.9,21,5.6,2,0,19,26,5.347,9,1.15,0
-5.7726,131.8634,56.76,4.6,21,5.5,2,0,19,36,2.266,6.8,0.78,0
51.9238,179.578,102,1.7,21,5.5,2,0,19,24,0.026,6.5,0.75,0
-35.4555,-105.7571,8.32,3.6,21,5.7,2,0,19,76,8.847,11.1,0.93,0
4.6079,119.7571,11,1.7,21,5.5,2,0,19,23,1.376,5.9,0.74,0
14.9801,-91.4588,154,1.8,21,5.5,2,0.06,19,27,0.338,6.2,1.2,0
-5.6549,146.3279,49,1.8,21,5.7,2,0.073,19,12,3.734,6.2,1.05,0
-17.0309,168.52,219.96,1.1,21,6.8,2,0,19,13,2.019,7.7,0.71,0
-54.6751,-136.7703,10,1.9,21,5.6,0,0,9,155,35.495,14.6,0.63,0
1.3368,97.2402,12.58,2.6,21,5.7,2,0,9,25,0.336,6.8,1.08,0
-20.9665,-178.3032,484.12,3.8,21,6.2,2,0,9,19,4.701,8.9,1.11,0
40.3178333,-124.6066667,17.17,0.33,52,5.73,5,0,14,230,0.2465,0.54,0.13,0
-19.2852,-174.171,39.77,4,21,5.6,1,0.046,46,22,4.016,8,0.7,0
-21.2452,170.158,7.08,3,21,6,2,0,46,21,3.551,4.1,1.06,0
15.241,147.1244,5,1.7,21,5.5,2,0,46,12,1.279,8,0.83,0
-12.3801,166.7543,176.66,4,21,5.5,1,0.089,12,28,3.079,9.2,0.57,0
-21.2735,170.2648,7.64,3.2,21,5.7,2,0,12,49,3.641,7.5,0.83,0
-49.3181,-8.1198,10,1.9,21,5.6,0,0.068,12,112,22.56,11.8,1.12,0
-1.539,145.2141,14,1.7,21,5.9,2,0.035,12,12,2.208,6.8,0.73,0
-32.7183,-67.1231,172,1.8,21,6.3,2,0,12,16,1.766,7.4,1,0
52.2224,-168.6035,14,1.7,21,5.5,2,0,12,55,0.766,4.3,1.08,0
-25.7381,-175.8779,19,1.8,21,5.5,1,0.035,80,52,3.939,8.6,1.25,0
5.222,-82.6217,3.95,3.3,21,5.7,2,0,80,63,4.794,6.7,0.39,0
-2.4318,119.3699,37.28,5.2,21,5.6,1,0.063,24,34,2.593,6.3,0.67,0
-23.5605,-66.7204,202.49,3.5,21,5.5,2,0,24,25,2.227,7.6,0.91,0
-23.1125,-66.688,223,1.8,21,6.7,2,0,24,16,2.11,7.1,1.02,0
-65.5984,-179.601,10,1.8,21,5.8,1,0.127,6,78,12.967,11.9,0.74,0
19.3552,-105.7405,41.67,4.7,21,5.5,1,0.075,17,92,1.356,6.8,1.12,0
52.6487,-31.9016,16.68,1.4,21,7.1,2,0.093,17,17,11.262,6.8,0.79,0
22.6374,121.427,30,3.1,21,6.2,2,0,17,14,0.367,5.4,1.09,0
-55.52,-28.2591,13,1.7,21,6.2,2,0,17,30,4.908,9.5,0.91,0
39.8558,142.8808,23,1.8,21,6.7,2,0.032,17,20,1.925,3.8,0.94,0
40.1095,141.8914,47,1.9,21,5.5,1,0.059,28,40,1.149,5.5,0.43,0
39.5696,143.5829,10,1.8,21,5.5,2,0,28,58,2.464,6.6,0.61,0
8.3227,-103.159,5,1.8,21,5.5,1,0.056,31,80,11.411,11.2,1.29,0
8.285,-103.0536,10,1.9,21,5.5,0,0.043,31,104,10.204,11.9,1.28,0
-10.7598,164.1216,10,1.7,21,6.1,2,0,31,14,4.314,7.5,0.67,0
-53.4419,159.3522,10,1.7,21,5.5,1,0.089,12,59,1.084,7.9,0.98,0
-16.4311,168.1483,10,1.7,21,6.4,2,0,12,33,1.335,6.2,1.02,0
39.8244,143.5871,10,1.7,21,6.2,2,0,12,16,2.212,5.8,0.75,0
39.8185,143.4861,7,1.7,21,6,2,0,12,44,2.208,6.7,0.55,0
2.7299,-76.5012,149,1.9,21,5.5,2,0,12,29,3.024,7.5,0.96,0
18.6766,-106.848,5,1.8,21,6.2,2,0,12,70,5.399,7.4,0.7,0
39.6546,143.1982,20,1.8,21,5.8,2,0,12,19,2.238,6.5,0.46,0
6.0816,119.8398,9,1.6,21,5.7,2,0,12,27,1.609,5.4,0.93,0
31.0659,141.8201,9,1.7,21,5.9,2,0,12,34,2.659,6.9,1.28,0
-7.2968,122.5348,552.06,3.6,21,7,2,0.037,12,12,1.362,7.1,1.12,0
16.9041,145.8303,20.09,4.3,21,5.7,2,0,12,40,0.571,6,0.86,0
0.0241,124.4702,62,1.6,21,5.6,1,0.048,42,18,2.001,5.9,1.03,0
13.4392,-90.9992,20,1.8,21,5.5,2,0.058,42,63,1.272,5.8,0.96,0
-59.561,-150.6522,13,1.7,21,5.5,1,0.08,15,70,30.578,15,0.97,0
-0.7789,98.7161,28,1.7,21,6.1,2,0,15,22,2.362,6.9,0.91,0
-41.3157,80.6046,10,1.7,21,6,2,0,15,26,4.225,8.4,0.9,0
50.5075,-173.29,10,1.7,21,5.6,2,0,15,67,1.789,6.2,1.04,0
-6.5331,151.7342,22,1.8,21,5.6,2,0,15,13,2.365,6.9,0.78,0
6.5308,-82.6541,11,1.8,21,5.8,2,0.13,15,61,2.318,7,1.23,0
6.7757,-72.9875,155,1.7,21,6.2,2,0,15,13,2.332,5.6,1.18,0
-22.2789,-176.3784,112,1.8,21,5.5,1,0.046,46,40,6.828,9.6,0.76,0
18.7532,146.4233,46,1.8,21,5.8,2,0,46,22,5.347,7.5,0.83,0
-0.5409,122.3067,31,2.9,21,6.1,2,0,46,16,0.681,5.4,1.02,0
-4.0737,152.0288,196,1.7,21,5.9,2,0,46,16,0.178,7.5,0.95,0
-17.8236,-178.5653,555.93,4.3,21,5.5,2,0,46,25,3.223,3.4,1.1,0
1.6686,126.5217,44,1.8,21,6.2,2,0,46,18,1.227,6.2,0.85,0
-36.1167,-73.5219,13,1.7,21,6.2,2,0,46,34,0.828,6.3,0.77,0
-4.7852,154.8778,23.96,3.5,21,5.6,2,0.058,46,36,2.769,7.1,1.18,0
13.2251,145.7186,10,1.7,21,5.5,0,0,46,15,0.903,6.4,0.85,0
-18.3534,-69.1663,130,1.8,21,6.4,2,0,46,35,0.324,6.7,1.3,0
23.7235,121.75,35,1.8,21,5.5,2,0,46,19,0.47,4.1,1.14,0
-1.2012,-77.5836,195.03,3.6,21,5.5,2,0,46,25,1.671,7.2,0.68,0
-22.2167,-68.6175,112,1.8,21,5.6,2,0,46,43,0.478,6.2,0.78,0
-18.2822,176.7927,8,1.8,21,5.5,1,0.061,26,63,1.312,6.8,0.78,0
0.4002,121.9895,118,1.8,21,5.9,2,0,26,12,1.399,6.1,0.88,0
1.6535,126.4846,45.05,3.5,21,5.6,2,0,26,31,1.242,5.3,0.94,0
-4.7294,152.5623,41,1.8,21,7.5,2,0,26,19,0.666,7,1.32,0
-5.2049,152.6038,42.05,4.9,21,5.7,3,0.044,184,19,1.098,5.5,1.06,0
-15.4296,-173.049,10,1.7,21,6,2,0.158,184,36,4.695,8.2,0.96,0
-15.392,-172.9409,14.54,3,21,6.4,2,0.081,184,35,4.659,8.5,0.95,0
-15.4994,-173.0293,11,1.7,21,6.5,2,0.062,184,36,4.629,8.5,0.9,0
-39.2859,78.0903,10,1.8,21,5.9,1,0.08,15,24,1.542,9.4,0.91,0
-15.4261,-172.8635,9.64,3.2,21,5.8,2,0,15,40,1.838,10,1.16,0
-10.959,162.4863,26,1.8,21,5.6,2,0.048,15,17,2.92,5.6,0.8,0
-4.915,152.4751,35,1.9,21,5.7,0,0,15,17,0.783,7.4,0.86,0
-4.8946,152.49,39,1.8,21,6,2,0.068,15,16,0.77,6.7,0.67,0
-16.0213,-172.8346,10,1.6,21,5.5,0,0.062,15,54,8.89,5.8,0.69,0
-17.8607,-178.5831,560,1.9,21,5.9,2,0.052,15,20,3.207,3.3,0.67,0
-23.0158,-176.3463,59.21,4.4,21,5.5,0,0,15,35,6.364,8.4,0.83,0
-6.2934,147.7519,30,1.7,21,5.9,2,0,15,10,3.146,5.9,0.97,0
-5.5476,152.7221,8,1.8,21,5.5,1,0.045,48,73,1.457,7.5,0.97,0
-15.1676,-173.2247,30,1.7,21,6.3,2,0,48,36,1.878,7.1,1.07,0
-13.7935,65.858,10,1.7,21,5.7,2,0,48,39,9.066,8.9,0.87,0
2.1173,126.6945,50,1.8,21,5.5,1,0.043,53,24,1.495,6.5,1,0
-15.1965,-173.3499,8,1.7,21,5.6,1,0.038,67,32,5.058,8.2,0.72,0
35.1891,26.8235,20,1.7,21,6,2,0,67,25,0.451,6,0.83,0
-15.8815,-178.6005,10,1.8,21,6.5,2,0,67,42,3.702,4.4,1.07,0
24.2026,122.3158,29,1.7,21,6.4,2,0,67,11,0.659,6,1.26,0
-5.6841,102.4776,27,1.8,21,5.7,1,0.039,63,24,1.398,6.4,1.25,0
24.0851,122.453,29,1.7,21,6,2,0,63,12,0.635,4.3,0.69,0
24.0471,122.4532,29,1.8,21,6.1,2,0,63,26,0.659,5.5,0.77,0
-12.039,166.432,72,1.8,21,6.2,2,0,63,28,6.875,8.4,0.66,0
-42.0602,173.0066,48,1.8,21,6.1,2,0,63,22,0.307,3.7,0.93,0
51.6148,-130.7714,8,1.8,21,6.2,2,0.062,63,69,1.743,4.6,1.24,0
28.2305,84.7314,8.22,2.9,21,7.8,2,0,63,12,1.857,7.3,0.96,0
27.6285,85.5398,10,1.8,21,6.1,3,0.089,48,43,1.173,8,1.02,0
27.6857,86.0213,10,1.9,21,5.6,3,0.109,30,42,0.751,7.4,0.76,0
28.2244,84.8216,10,1.7,21,6.6,2,0,30,16,1.778,7.4,0.64,0
27.8822,85.7505,10,1.8,21,5.5,3,0.053,123,39,0.942,3,0.65,0
28.3902,87.3173,10,1.4,21,5.7,3,0.033,328,22,0.619,5.8,0.7,0
27.7711,86.0173,22.91,2.9,21,6.7,2,0,328,13,0.727,6.6,0.86,0
-8.3237,-79.8322,22,1.8,21,5.6,2,0,328,41,1.85,3.6,0.8,0
-20.8865,-178.6329,581,1.8,21,6.1,2,0,328,13,4.422,8.9,0.85,0
17.1089,-95.0355,111,1.8,21,5.5,2,0,328,43,0.145,6,1.24,0
-60.3933,-26.9077,10,1.7,21,5.8,1,0.045,48,38,8.016,9.7,1.06,0
-5.375,151.7706,31,1.7,21,6.7,2,0,48,12,1.239,6.3,1.1,0
-5.2005,151.7773,44,1.8,21,6.8,2,0,48,23,1.074,6.8,0.65,0
-5.4912,151.8715,35,1.9,21,6,3,0.108,32,71,1.323,10.4,0.98,0
31.5293,140.213,10,1.8,21,5.7,0,0,32,73,1.617,6.9,1.07,0
-5.6314,151.6757,24,1.8,21,6,2,0,32,15,1.511,6,0.73,0
-5.5228,151.8552,35,1.8,21,5.5,3,0.046,162,37,1.358,6.4,0.69,0
-5.5385,151.9265,35,1.8,21,5.9,2,0,162,18,1.359,6.4,0.98,0
-44.5226,168.8833,10,1.7,21,5.6,2,0,162,31,0.319,5.2,0.94,0
-61.4428,154.2683,14,1.7,21,5.7,1,0.054,33,41,7.394,9.9,0.61,0
-5.4624,151.8751,55,1.9,21,7.5,2,0,33,22,1.295,6.1,1.02,0
-5.3494,152.0278,35,1.9,21,5.8,3,0.042,201,19,1.158,3.8,0.62,0
-5.4716,152.1638,35,1.9,21,5.6,3,0.057,107,48,1.272,8.5,0.57,0
-5.5289,152.2351,45.61,4.2,21,5.8,0,0.052,107,29,1.33,6,0.75,0
-15.3785,67.2078,10,1.7,21,5.5,0,0,107,40,12.32,9.5,0.76,0
-7.2175,154.5567,10,1.7,21,7.1,2,0,107,11,3.835,7.1,0.7,0
1.5404,97.9026,36,1.8,21,5.7,2,0,107,23,0.402,5.7,1.21,0
-6.1204,149.8228,35,1.9,21,5.9,2,0.06,107,19,3.018,7,1,0
14.8388,-94.0135,9,1.7,21,5.6,2,0,107,72,2.265,7.1,1.01,0
31.2373,142.0157,6,1.7,21,6,2,0.078,107,30,2.644,6.3,0.48,0
27.8087,86.0655,15,1.7,21,7.3,2,0,107,11,0.677,7.4,0.92,0
27.7141,86.2177,13.01,4.7,21,5.5,3,0.043,183,66,0.579,6.8,0.89,0
27.625,86.1617,15,1.7,21,6.3,2,0,183,10,0.664,7.5,0.93,0
38.9056,142.0317,35,1.9,21,6.8,2,0,183,8,1.422,4.7,0.84,0
-2.542,102.2191,151,1.8,21,6,2,0,183,25,2.503,3.1,1.15,0
27.5603,86.0734,7,1.7,21,5.5,2,0,183,13,4.928,7.5,0.72,0
-12.0807,165.8102,9,1.6,21,5.6,1,0.048,41,30,3.609,6.7,0.7,0
-41.5553,80.3254,9,1.7,21,5.7,2,0,41,16,4.314,8.8,1.49,0
-7.148,154.4418,10,1.7,21,5.7,2,0,41,12,3.71,7,1.08,0
-18.6153,168.5853,50,1.8,21,5.8,2,0,41,14,2.496,7.2,0.88,0
-54.3312,-132.1618,7.2,3,21,6.7,2,0,41,24,31.555,10.3,0.91,0
-19.3021,-175.5247,203,1.8,21,6,2,0,41,31,6.287,8.2,1.19,0
-10.8759,164.1694,11,1.7,21,6.8,2,0.061,41,15,4.395,5.3,0.72,0
-9.8042,160.3336,5,1.7,21,5.7,2,0,41,13,0.526,7.7,0.77,0
-11.0559,163.6959,11.19,3.1,21,6.9,2,0,41,22,4.024,7.2,1.37,0
-11.1093,163.2154,10,1.7,21,6.8,2,0,41,18,3.619,7.6,0.81,0
-4.7846,152.5914,31.84,2.5,21,5.9,2,0,41,19,0.727,6.2,0.85,0
-16.855,-14.1708,10,1.6,21,6.3,2,0,41,16,7.862,7.8,0.9,0
