Latitude,Longitude,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,Status
-35.173,-70.525,5,0,349,6.5,1,0,30,30.1,0.04685,0.16,0.85,1
-8.82,157.354,13.5,22,91,5.6,0,0,30,63.3,0.04685,0.16,0.97,1
-8.66,157.239,10,22,90,5.6,0,0,30,50.6,0.04685,0.16,1.31,1
-8.689,157.253,10,22,131,5.7,1,0,30,30.3,0.04685,0.16,0.76,1
-62.62,165.248,10,22,14,5.5,0,0,30,104.3,0.04685,0.16,1.29,1
49.539,157.279,11.5,10.3,689,5.7,1,0,30,28.5,0.04685,0.16,0.86,1
7.291,126.957,10,10.3,135,5.7,0,0,30,58.4,0.04685,0.16,1.02,1
36.959,141.607,34.9,10.3,304,5.7,0,0,30,45.7,0.04685,0.16,0.77,1
-60.935,160.156,10,10.3,46,5.8,0,0.029,30,40.8,0.04685,0.16,1.24,1
-15.192,-173.375,10,10.3,198,5.6,1,0,30,97.3,0.04685,0.16,0.98,1
-15.254,-173.34,10,10.3,207,6.2,1,0,30,77.9,0.04685,0.16,0.97,1
-15.038,-173.479,10,10.3,123,5.6,1,0,30,97.3,0.04685,0.16,0.89,1
-14.829,-173.243,10,10.3,147,5.7,0,0.175,30,74.7,0.04685,0.16,1.07,1
-21.015,169.278,10,10.3,82,5.9,0,0.059,30,98.2,0.04685,0.16,1.21,1
33.07,136.618,14,10.3,643,7.2,0,0.132,30,28.4,0.04685,0.16,0.89,1
33.184,137.071,10,10.3,594,7.4,1,0.103,30,27.5,0.04685,0.16,0.91,1
33.202,137.101,15,10.3,155,6.5,5,0.052,30,27.5,0.04685,0.16,0.91,0
33.247,136.804,10,10.3,192,5.7,0,0,30,76.7,0.04685,0.16,1.15,1
-55.372,-28.976,10,10.3,233,6.9,1,0.044,30,26,0.04685,0.16,1.13,1
-55.261,-28.78,10,10.3,36,5.8,0,0,30,58.2,0.04685,0.16,1.05,1
-55.369,-28.893,10,10.3,37,5.7,0,0.061,30,51.9,0.04685,0.16,1.17,1
9.134,126.328,47.9,14.2,63,5.5,0,0.068,30,78.6,0.04685,0.16,1.05,1
-55.22,-29.193,10,14.2,55,5.6,0,0.035,30,58.1,0.04685,0.16,0.98,1
-55.36,-28.929,10,14.2,21,5.6,0,0,30,90.9,0.04685,0.16,0.79,1
33.205,137.227,10,14.2,478,6.6,0,0.061,30,29.8,0.04685,0.16,0.84,1
-28.573,-65.84,22.3,14.2,360,6.4,1,0,30,27.4,0.04685,0.16,0.8,1
-34.006,-72.186,16.5,14.2,156,5.7,0,0.15,30,86.1,0.04685,0.16,0.87,1
33.237,137.092,10,14.2,335,5.6,0,0,30,84.1,0.04685,0.16,0.71,1
-15.153,-173.429,12.7,17.5,306,5.9,0,0.059,30,29.3,0.04685,0.16,0.94,1
33.14,137.2,21.2,9.2,574,6.1,1,0,30,36.1,0.04685,0.16,0.86,1
-52.157,-4.966,10,9.2,42,5.6,0,0.081,30,86.6,0.04685,0.16,0.8,1
17.759,-81.55,25.2,9.2,450,6,1,0,30,35.7,0.04685,0.16,0.82,1
33.059,136.497,10,9.2,237,5.6,0,0.049,30,89.6,0.04685,0.16,0.98,1
-57.976,-25.342,63.9,9.1,252,6.1,1,0.073,30,19.1,0.04685,0.16,1.02,1
-16.295,67.098,11.7,9.1,124,5.6,1,0.051,30,63.8,0.04685,0.16,0.95,1
43.998,151.408,8,9.1,535,6.1,1,0,30,25.6,0.04685,0.16,0.85,1
-22.665,-175.204,10,9.1,132,5.6,0,0.137,30,63.6,0.04685,0.16,1,1
7.959,127.466,15.3,15.3,123,5.5,1,0.099,30,40.8,0.04685,0.16,0.93,1
14.22,120.411,115.4,15.3,452,6,1,0.039,30,28.5,0.04685,0.16,0.82,1
5.885,125.277,82.2,15.3,111,5.5,0,0.049,30,42.9,0.04685,0.16,1.2,1
15.814,95.879,15,0,317,5.7,1,0,30,39.2,0.04685,0.16,1.08,1
23.106,-67.614,10,0,560,5.7,1,0,30,25.5,0.04685,0.16,0.76,1
-32.742,-179.719,138.5,0,395,5.6,1,0,30,34.7,0.04685,0.16,0.96,1
52.205,174.027,25,0,625,6.2,0,0.043,30,28.3,0.04685,0.16,0.97,1
-12.925,166.793,114.7,0,92,5.5,0,0,30,77.1,0.04685,0.16,0.94,1
-55.102,-28.419,10,0,73,5.5,0,0.069,30,42.5,0.04685,0.16,1.04,1
-15.599,-177.278,18.7,0,165,5.9,1,0.048,30,118.7,0.04685,0.16,1,1
0.456,-26.403,10,0,87,5.9,0,0.047,30,44.9,0.04685,0.16,1.28,1
28.565,-112.725,10,0,286,5.9,1,0.048,30,48.6,0.04685,0.16,1.13,1
-32.688,-71.743,32.9,0,224,5.5,0,0.038,30,55.9,0.04685,0.16,1.13,1
-52.515,28.016,10,0,299,6.4,0,0,30,24.1,0.04685,0.16,1.04,1
35.8181667,-120.366,8.136,0.25,61,5.97,5,0.068,4,26,0.01622,0.14,0.04,1
-15.69,-74.529,27.1,0.25,233,5.8,0,0.066,4,67,0.01622,0.14,0.88,1
-58.719,-25.458,50.9,11,114,5.5,0,0,4,37.4,0.01622,0.14,1.08,1
11.989,-86.52,87.3,11,294,5.6,0,0.075,4,43.2,0.01622,0.14,1.16,1
3.615,128.386,10,11,161,5.6,1,0.05,4,27.4,0.01622,0.14,0.92,1
-22.424,173.269,10,11,141,5.9,0,0,4,37.1,0.01622,0.14,0.96,1
-56.559,-141.906,10,11,17,5.5,0,0,4,88.5,0.01622,0.14,0.94,1
14.546,146.993,7.2,11,263,6,0,0,4,26.8,0.01622,0.14,0.86,1
5.479,-82.689,10,11,201,5.5,1,0,4,84.4,0.01622,0.14,1.09,1
35.95,139.919,64,11,405,5.8,0,0,4,81.3,0.01622,0.14,0.76,1
-0.67,134.426,10,11,154,6.2,0,0,4,33.5,0.01622,0.14,1.18,1
36.429,26.796,128.9,11,706,5.5,0,0,4,29,0.01622,0.14,1.01,1
37.125,54.477,34.6,11,526,5.6,1,0,4,45.2,0.01622,0.14,0.84,1
-10.951,162.161,36,11,545,6.8,1,0.083,4,15.7,0.01622,0.14,0.87,1
13.925,120.534,105,11,526,6.5,1,0.058,4,18.3,0.01622,0.14,0.95,1
-56.529,-26.868,101.5,8.9,163,5.8,0,0,4,31.3,0.01622,0.14,0.78,1
-15.186,-173.284,10,0,189,5.9,1,0,4,70.2,0.01622,0.14,1,1
11.422,-86.665,35,0,441,7,0,0.056,4,32.2,0.01622,0.14,1.1,1
-60.736,-50.884,10,0,84,5.9,0,0.037,4,57.4,0.01622,0.14,1.07,1
-6.689,130.435,69,5.6,229,5.5,1,0.048,4,38.5,0.01622,0.14,0.71,1
5.389,126.437,30.5,14.4,185,5.8,0,0,4,32.8,0.01622,0.14,1.02,1
-17.224,167.803,25,14.4,120,5.9,0,0.083,4,77.2,0.01622,0.14,1.07,1
-14.816,-175.076,10,14.4,153,5.7,1,0,4,64.2,0.01622,0.14,0.75,1
-17.08,174.474,23.6,21.3,126,5.5,1,0,4,33.1,0.01622,0.14,1.21,1
-17.595,-178.922,566.3,21.3,132,5.5,0,0,4,82.1,0.01622,0.14,0.83,1
-6.066,130.528,89.9,21.3,346,5.8,1,0,4,25.7,0.01622,0.14,0.88,1
24.53,122.694,94,4.4,698,6.7,1,0.038,4,24.7,0.01622,0.14,0.85,1
36.237,141.305,47,5.6,317,5.8,1,0,4,101,0.01622,0.14,0.79,1
-14.027,166.612,59.8,11.6,209,6.1,0,0,4,27.5,0.01622,0.14,1.02,1
14.166,40.296,10,11.6,379,5.5,0,0.063,4,42.2,0.01622,0.14,0.84,1
-8.174,124.812,25.1,11.6,80,5.6,1,0,4,53.2,0.01622,0.14,1.12,1
37.226,138.779,16,11.6,782,6.6,0,0,4,37,0.01622,0.14,1.1,1
37.268,138.866,10,11.6,77,5.7,3,0,21,57.2,0.01622,0.14,0.76,1
37.318,138.816,10.5,11.6,577,6.1,0,0,21,63.9,0.01622,0.14,0.91,1
37.239,138.608,18,11.6,450,5.8,0,0,21,62.8,0.01622,0.14,0.82,1
37.318,138.808,10,11.6,547,6.3,0,0,21,63.9,0.01622,0.14,0.82,1
37.193,138.745,10,11.6,146,5.6,0,0,21,112.8,0.01622,0.14,0.61,1
37.225,138.64,10,11.6,294,5.7,0,0,21,109.3,0.01622,0.14,0.72,1
37.305,138.655,10,11.6,485,5.7,0,0,21,63.9,0.01622,0.14,0.85,1
-62.088,154.624,10,11.6,40,5.5,0,0,21,54,0.01622,0.14,1.2,1
-6.567,130.218,89.9,4.1,282,5.5,1,0,21,37.3,0.01622,0.14,0.73,1
37.308,138.701,11,4.1,651,5.7,1,0,21,26.4,0.01622,0.14,0.93,1
-8.861,124.343,99.5,9.2,92,5.5,0,0,21,35.1,0.01622,0.14,1.21,1
0.853,-28.991,10,9.2,131,5.6,0,0,21,37.4,0.01622,0.14,0.84,1
31.024,81.154,10.1,9.2,518,5.6,0,0,21,33.5,0.01622,0.14,0.85,1
-9.687,160.616,115.9,9.2,145,5.5,1,0,21,70.4,0.01622,0.14,0.9,1
-57.067,-24.829,10,9.2,85,6,1,0.078,21,53.6,0.01622,0.14,0.81,1
-57.071,-24.679,10,9.2,121,6.4,1,0,21,48.1,0.01622,0.14,0.89,1
-56.984,-24.638,10,9.2,52,5.5,0,0.053,21,52.2,0.01622,0.14,0.94,1
37.284,138.885,14.1,9.2,499,6,1,0,21,64,0.01622,0.14,0.9,1
45.787,26.622,95.8,9.2,681,5.9,1,0,21,9.8,0.01622,0.14,0.94,1
15.643,119.11,21.2,9.2,196,5.5,1,0,21,53.5,0.01622,0.14,1.16,1
-15.473,168.082,10,9.2,236,5.7,0,0,21,27.4,0.01622,0.14,0.96,1
28.702,143.214,10,9.2,277,5.7,1,0,21,46.5,0.01622,0.14,0.8,1
49.277,-128.772,10,9.2,459,6.7,1,0,21,37.3,0.01622,0.14,1.17,1
-30.956,-178.846,18.4,9.2,65,5.6,0,0,21,65.1,0.01622,0.14,1.16,1
14.474,146.842,10,9.2,209,6,0,0,21,18.9,0.01622,0.14,1,1
43.62,146.812,61.8,9.2,637,5.9,1,0,21,59.2,0.01622,0.14,0.82,1
-4.361,143.925,125.7,9.2,361,6,1,0.069,21,46.6,0.01622,0.14,0.84,1
-18.579,168.967,186.7,9.2,242,5.7,1,0,21,26.8,0.01622,0.14,1.08,1
47.948,144.477,474,9.2,692,6.2,1,0,21,27.2,0.01622,0.14,0.8,1
-55.5,-29.049,38.6,9.2,83,5.8,1,0.068,21,42.9,0.01622,0.14,1.15,1
37.396,138.862,10,9.2,382,5.5,1,0,21,84.4,0.01622,0.14,0.74,1
33.721,138.403,10,9.2,360,5.6,0,0.044,21,36,0.01622,0.14,0.76,1
24.104,122.542,29,9.2,510,6.3,0,0,21,28.9,0.01622,0.14,1.03,1
11.619,140.695,54.9,10.4,155,5.5,1,0.066,21,31.5,0.01622,0.14,0.99,1
-11.15,163.706,13,10.4,405,6.9,1,0,21,19.2,0.01622,0.14,1.03,1
-21.192,-176.103,10,10.4,93,5.6,1,0,21,118.6,0.01622,0.14,1.13,1
24.41,122.226,49.9,5.5,298,5.7,0,0,21,47.7,0.01622,0.14,0.85,1
42.139,144.344,32.8,7.2,636,6.1,1,0,21,88.7,0.01622,0.14,0.77,1
-11.266,162.123,10,7.2,130,5.9,1,0.083,21,31,0.01622,0.14,1.11,1
-11.128,162.208,10,7.2,233,6.7,1,0,21,21.5,0.01622,0.14,1.11,1
-11.109,161.915,10,7.2,39,5.5,3,0,13,44.2,0.01622,0.14,0.94,1
-8.152,124.868,10,7.2,301,7.5,0,0,13,33.8,0.01622,0.14,1.07,1
-7.952,125.23,10,7.2,26,5.5,3,0.063,14,98.1,0.01622,0.14,1.33,1
-7.964,125.384,10,7.2,81,5.5,3,0,29,81.8,0.01622,0.14,0.99,1
-8.255,124.93,10,7.2,146,6.4,4,0,27,42.8,0.01622,0.14,1.14,1
-26.705,-63.319,568.7,7.2,465,6.1,1,0,27,21.6,0.01622,0.14,0.73,1
-11.156,162.284,10,7.2,67,5.8,1,0,27,40.1,0.01622,0.14,0.84,1
8.425,-102.953,10,7.2,79,5.6,1,0,27,113.8,0.01622,0.14,0.81,1
8.284,-103.002,10,7.2,95,5.6,0,0,27,69.3,0.01622,0.14,0.99,1
-10.251,164.657,10,7.2,238,5.9,1,0,27,32.1,0.01622,0.14,0.95,1
-26.748,-63.361,573.1,7.2,327,5.8,0,0,27,25.7,0.01622,0.14,0.84,1
-11.002,163.621,24.6,7.2,77,5.6,0,0,27,113.6,0.01622,0.14,1.06,1
41.715,144.049,25,7.2,320,5.5,0,0,27,114.4,0.01622,0.14,0.87,1
4.695,-77.508,15,7.2,708,7.2,1,0,27,50.2,0.01622,0.14,0.9,1
-5.627,151.452,55.7,7.2,308,6.1,0,0,27,24,0.01622,0.14,1,1
39.189,71.857,20,7.2,532,5.8,0,0,27,25.2,0.01622,0.14,0.85,1
-20.068,-178.71,622.6,7.2,510,6.6,1,0,27,32.9,0.01622,0.14,0.96,1
-21.059,-179.062,625.4,7.2,346,5.7,0,0,27,34.5,0.01622,0.14,0.9,1
-3.405,126.186,21.8,7.3,198,5.5,1,0,27,46.6,0.01622,0.14,0.65,1
9.602,-84.172,16,7.3,530,6.4,1,0.065,27,31.1,0.01622,0.14,0.92,1
13.376,-90.056,40.6,7.3,448,6.3,0,0,27,29.9,0.01622,0.14,1.18,1
-15.403,-174.908,256.1,5.7,508,6,1,0,27,29,0.01622,0.14,0.88,1
15.679,-61.706,14,5.7,672,6.3,1,0,27,30,0.01622,0.14,0.97,1
-46.676,164.721,10,5.7,585,7.1,0,0,27,14.7,0.01622,0.14,1.13,1
40.324,20.629,15.4,5.7,507,5.5,0,0,27,30.8,0.01622,0.14,1.13,1
-24.294,178.99,532.3,5.7,437,5.9,0,0,27,22.4,0.01622,0.14,0.9,1
-3.609,135.404,10,5.7,439,7.1,0,0,27,28.8,0.01622,0.14,1.18,1
-3.5,135.343,10,5.7,109,5.9,1,0,27,33.6,0.01622,0.14,1.15,1
-3.595,135.358,10,5.7,88,5.5,0,0,27,35.4,0.01622,0.14,1.22,1
42.377,142.899,58,3.8,414,5.7,1,0.081,27,93.1,0.01622,0.14,0.78,1
-3.619,135.432,10,3.8,112,5.8,1,0.042,27,34.8,0.01622,0.14,1.1,1
-26.525,-113.834,10,3.8,265,6.6,0,0,27,52,0.01622,0.14,1.4,1
-3.638,135.445,23.1,3.8,202,6.2,1,0,27,33.2,0.01622,0.14,0.94,1
43.006,145.119,39,3.8,929,7,1,0,27,23.9,0.01622,0.14,0.79,1
42.984,145.083,39.5,3.8,98,5.9,4,0,27,110.7,0.01622,0.14,1,1
-3.665,135.528,10,3.8,96,5.6,0,0,27,34.7,0.01622,0.14,1.02,1
-3.375,135.413,10,3.8,73,5.6,1,0.07,27,36.1,0.01622,0.14,1.04,1
-3.351,135.452,10,3.8,119,5.7,0,0.083,27,34.5,0.01622,0.14,1.13,1
10.49,-61.48,49,3.8,357,5.8,0,0.031,27,28,0.01622,0.14,0.93,1
-34.439,179.32,157.4,6.9,175,5.7,1,0.025,27,27.2,0.01622,0.14,1.15,1
42.9,145.228,35,6.9,759,6.8,1,0.057,27,23.6,0.01622,0.14,0.76,1
-18.481,-178.076,439.2,6.9,394,6.1,0,0.041,27,28.4,0.01622,0.14,0.98,1
-30.84,-71.223,44,6.9,264,5.8,1,0.028,27,45.6,0.01622,0.14,0.9,1
-18.928,169.015,137.5,6.9,226,5.8,1,0.027,27,27.6,0.01622,0.14,0.92,1
10.874,141.781,32.2,6.9,127,5.5,0,0.04,27,50.2,0.01622,0.14,0.9,1
-4.613,149.779,541.8,5.2,236,5.5,0,0.066,27,79.8,0.01622,0.14,0.62,1
-3.489,145.196,14,27.2,46,5.5,1,0,27,109.9,0.01622,0.14,0.95,1
-8.059,125.068,10,27.2,163,5.5,0,0,27,34.8,0.01622,0.14,0.97,1
13.385,-89.37,62.3,27.2,413,6,0,0.052,27,21.8,0.01622,0.14,1.16,1
44.119,141.793,10,27.2,494,5.8,1,0.068,27,95.9,0.01622,0.14,0.91,1
18.958,-81.409,10,27.2,639,6.8,1,0,27,21.8,0.01622,0.14,1.04,1
-21.901,-179.301,593.3,27.2,288,5.8,1,0,27,23.2,0.01622,0.14,0.92,1
48.837,156.309,11,27.2,470,6.2,1,0,27,36.4,0.01622,0.14,1.01,1
48.772,156.174,10,27.2,360,5.6,0,0,27,58.8,0.01622,0.14,0.69,1
-16.052,-174.785,10,0,108,5.8,1,0,27,99.5,0.01622,0.14,0.89,1
-16.2,-73.925,27.8,0,196,5.8,0,0,27,73.2,0.01622,0.14,0.95,1
9.38,-78.82,58.1,0,368,5.5,1,0,27,36.1,0.01622,0.14,0.87,1
7.38,123.778,575.7,0,237,5.7,0,0,27,66.4,0.01622,0.14,0.91,1
-18.105,-178.853,563.8,0,287,5.8,0,0,27,30.3,0.01622,0.14,1.1,1
-15.265,-75.17,25.9,0,123,5.5,0,0,27,100.5,0.01622,0.14,0.89,1
-15.873,-174.631,227.8,8.1,189,5.8,0,0,27,62.3,0.01622,0.14,0.94,1
42.955,145.414,37.4,8.1,444,5.6,1,0,27,96.2,0.01622,0.14,0.77,1
-55.942,-124.997,10,8.1,49,6.1,0,0,27,48.8,0.01622,0.14,1.08,1
-49.312,161.345,10,8.1,331,8.1,0,0,27,59.3,0.01622,0.14,1.12,1
-49.31,161.448,10,8.1,83,5.6,4,0,29,102.3,0.01622,0.14,1.05,1
-20.358,-178.668,614.5,8.1,290,5.8,0,0,29,32.7,0.01622,0.14,0.99,1
3.295,95.982,30,8.1,601,9.1,5,0.075,29,22,0.01622,0.14,1.17,1
4.942,94.267,30,8.1,16,5.5,3,0.073,6,114,0.01622,0.14,1.32,1
6.34,93.361,30,8.1,96,6.1,3,0,49,54.3,0.01622,0.14,0.9,1
7.421,93.985,30,8.1,80,6,3,0,45,75.7,0.01622,0.14,0.95,1
5.499,94.213,30,8.1,82,6.1,3,0,24,72.3,0.01622,0.14,0.9,1
20.908,97.71,38.5,12.3,59,5.8,3,0,22,46,0.01622,0.14,1.18,1
8.826,93.708,30,12.3,39,5.5,3,0,9,102.5,0.01622,0.14,1.08,1
7.764,93.713,25.4,12.3,36,5.5,3,0,9,170.6,0.01622,0.14,1,1
5.429,94.465,51.8,12.3,160,5.7,3,0.065,54,37.9,0.01622,0.14,0.79,1
6.848,94.667,30,12.3,264,6,3,0,93,57.3,0.01622,0.14,1.29,1
6.17,93.473,30,12.3,60,5.6,3,0,16,74.7,0.01622,0.14,0.83,1
12.321,92.499,26.8,12.3,145,5.7,3,0,58,43.1,0.01622,0.14,0.93,1
8.868,92.467,15.5,12.3,238,5.7,3,0,79,58,0.01622,0.14,0.79,1
3.99,94.139,30,12.3,230,5.7,3,0,61,52.8,0.01622,0.14,0.79,1
12.183,92.936,38.5,8.7,249,5.8,3,0,68,26.4,0.01622,0.14,0.92,1
8.493,92.353,33.2,8.7,74,5.6,3,0,23,112.4,0.01622,0.14,0.78,1
4.235,93.607,30,8.7,62,5.7,3,0,14,80.3,0.01622,0.14,0.94,1
12.504,92.604,30,8.7,244,5.8,3,0,94,47.8,0.01622,0.14,1.18,1
3.183,94.377,30,8.7,211,5.7,3,0,70,53.2,0.01622,0.14,0.91,1
8.615,92.326,30,8.7,114,5.5,3,0,28,74.3,0.01622,0.14,1.14,1
13.745,93.009,30,8.7,289,5.9,3,0,97,64,0.01622,0.14,0.87,1
7.21,92.924,30,8.7,98,5.6,3,0,32,35.5,0.01622,0.14,1.25,1
3.548,94.289,30,8.7,99,5.5,3,0,30,65.8,0.01622,0.14,0.97,1
4.473,94.068,26.3,10.9,223,5.8,3,0,72,28.6,0.01622,0.14,0.8,1
5.532,94.334,30,10.9,182,5.6,3,0,59,35.5,0.01622,0.14,0.79,1
5.049,94.771,30,10.9,146,5.7,3,0,60,109.4,0.01622,0.14,0.7,1
6.789,94.082,29.4,10.9,70,5.5,3,0.065,35,51.9,0.01622,0.14,1.08,1
4.983,94.72,47.9,10.9,229,5.8,3,0.048,68,36.5,0.01622,0.14,0.88,1
6.91,92.958,39.2,7.6,385,7.2,0,0,68,27.9,0.01622,0.14,1,1
8.273,94.057,23.7,7.6,216,5.7,3,0,70,51.3,0.01622,0.14,1.04,1
10.984,92.282,23.5,7.6,74,5.5,3,0,17,61.4,0.01622,0.14,0.96,1
10.363,93.747,19.5,7.6,140,5.6,3,0.05,47,50,0.01622,0.14,1.02,1
13.13,93.035,30,7.6,340,5.7,3,0.069,120,26.2,0.01622,0.14,0.9,1
7.808,93.428,25,7.6,220,6,5,0,120,26.2,0.01622,0.14,0.9,0
8.128,94.066,17.8,7.6,153,5.5,3,0.04,68,59.2,0.01622,0.14,0.98,1
8.879,92.375,16.1,16.7,353,6.6,0,0,68,31.9,0.01622,0.14,1.07,1
8.857,93.738,30,16.7,121,5.5,3,0,52,50.7,0.01622,0.14,1.06,1
13.462,92.738,26.4,16.7,389,6.3,0,0,52,43.2,0.01622,0.14,0.86,1
7.633,92.314,30,16.7,115,5.5,3,0,46,75.8,0.01622,0.14,1.35,1
10.07,93.834,30,16.7,29,5.5,3,0.052,21,96.6,0.01622,0.14,1.2,1
13.533,92.84,13.3,16.7,462,6.2,0,0,21,26.8,0.01622,0.14,0.89,1
2.779,94.467,30,16.7,169,5.9,0,0,21,38.5,0.01622,0.14,0.9,1
13.59,92.91,30,16.7,364,5.7,0,0,21,40.7,0.01622,0.14,0.82,1
3.651,94.086,17.8,16.7,181,6,0,0,21,37.3,0.01622,0.14,0.97,1
3.864,94.501,30.7,16.7,124,5.5,0,0,21,50.2,0.01622,0.14,0.7,1
13.71,92.953,26.2,16.7,161,5.5,0,0,21,51.9,0.01622,0.14,0.99,1
4.093,94.217,30,16.7,185,5.6,0,0.048,21,46.4,0.01622,0.14,0.87,1
-1.527,138.766,30,0,60,5.7,0,0,21,76.5,0.01622,0.14,0.87,1
2.794,94.162,30,0,135,6.1,0,0.04,21,65.9,0.01622,0.14,1.24,1
6.318,126.92,127.3,7.3,120,5.5,0,0.037,21,59.9,0.01622,0.14,0.8,1
4.471,96.342,30,7.3,233,5.5,3,0.071,80,41.7,0.01622,0.14,1.02,1
5.476,94.467,33,7.3,426,5.8,0,0,80,28.9,0.01622,0.14,0.75,1
8.472,92.394,30,7.3,34,5.5,0,0,80,69,0.01622,0.14,0.99,1
12.982,92.395,23.7,7.3,430,5.8,0,0,80,25.1,0.01622,0.14,0.85,1
-4.198,152.796,25.8,7.3,110,5.6,0,0,80,28,0.01622,0.14,0.93,1
3.033,95.538,27.2,7.3,167,5.6,0,0,80,39.3,0.01622,0.14,0.85,1
2.709,94.512,23.3,7.3,140,5.5,0,0.08,80,59.4,0.01622,0.14,0.74,1
6.477,93.279,30,7.3,138,5.6,0,0,80,55.1,0.01622,0.14,0.89,1
5.348,94.65,35,7.3,468,6.1,1,0,80,36,0.01622,0.14,0.81,1
7.706,92.645,9.1,19.5,185,5.7,0,0.058,80,59.9,0.01622,0.14,0.92,1
4.724,95.11,49.7,19.5,292,5.7,0,0,80,37.1,0.01622,0.14,0.74,1
12.35,92.469,19,19.5,364,5.6,0,0,80,26.2,0.01622,0.14,0.76,1
11.586,92.499,25.8,19.5,160,5.5,0,0,80,45.6,0.01622,0.14,0.79,1
2.93,95.606,28.9,11.8,271,5.8,0,0.063,80,39.5,0.01622,0.14,0.87,1
7.064,91.786,28.7,16,73,5.7,0,0,80,49.8,0.01622,0.14,0.89,1
7.655,94.135,22.2,16,159,5.5,0,0,80,63.1,0.01622,0.14,1.01,1
4.732,95.205,36,16,308,5.8,1,0,80,59.9,0.01622,0.14,0.76,1
53.216,-173.795,252.7,16,391,5.8,1,0,80,52.6,0.01622,0.14,0.96,1
8.378,93.156,34,16,292,5.9,0,0,80,59.6,0.01622,0.14,1.01,1
9.109,93.756,8,16,442,6.1,1,0,80,51.7,0.01622,0.14,0.9,1
8.791,93.198,12,16,364,6.2,1,0,80,58.8,0.01622,0.14,0.97,1
8.822,93.088,30,16,277,5.9,0,0,80,58.5,0.01622,0.14,0.93,1
28.919,130.444,38,7.3,159,5.7,1,0,80,65.4,0.01622,0.14,1.02,1
38.455,142.018,44.5,7.3,190,5.7,0,0,80,105,0.01622,0.14,0.93,1
5.531,94.277,47.7,8.2,180,5.7,1,0,80,62.5,0.01622,0.14,0.85,1
5.23,94.625,29.5,8.2,308,5.6,1,0,80,59.5,0.01622,0.14,0.98,1
12.237,92.515,30,8.2,197,5.7,0,0.043,80,44.4,0.01622,0.14,0.96,1
7.12,92.533,14,8.2,347,6.1,0,0.052,80,52.8,0.01622,0.14,0.92,1
7.636,93.947,22.2,13.2,258,5.6,1,0,80,54.6,0.01622,0.14,0.94,1
6.204,92.913,11,13.2,247,6,1,0,80,54.8,0.01622,0.14,0.72,1
4.73,95.14,49,9.5,311,5.9,0,0,80,59.8,0.01622,0.14,0.82,1
2.91,95.623,24.5,9.5,129,5.7,1,0,80,59.9,0.01622,0.14,0.79,1
5.465,94.398,36,9.5,355,5.7,1,0.059,80,58.7,0.01622,0.14,0.88,1
5.099,92.304,11.7,9.5,364,6.7,0,0.047,80,62.1,0.01622,0.14,0.97,1
8.115,93.218,27,14.5,142,5.5,0,0,80,52.5,0.01622,0.14,0.96,1
7.336,94.455,55.4,10.4,279,6.1,1,0,80,56.1,0.01622,0.14,0.96,1
7.192,92.765,10,0,195,5.5,1,0,80,58.2,0.01622,0.14,0.98,1
3.242,95.462,8.4,0,188,5.9,1,0,80,59.9,0.01622,0.14,0.88,1
6.36,92.787,30,0,343,6.4,0,0,80,52.8,0.01622,0.14,1.04,1
-50.659,161.866,10,0,133,6.1,1,0,80,49.4,0.01622,0.14,1,1
10.672,92.362,23.2,0,321,6.1,1,0,80,46.4,0.01622,0.14,0.84,1
10.556,91.727,10,0,204,5.7,1,0,80,45.6,0.01622,0.14,0.88,1
3.527,93.655,30,0,136,5.5,1,0,80,69.2,0.01622,0.14,0.88,1
5.489,94.392,48.8,0,335,5.9,0,0.032,80,55.1,0.01622,0.14,0.84,1
19.573,-109.111,10,0,152,5.7,1,0.052,80,143.4,0.01622,0.14,1,1
19.638,-109.108,10,0,56,5.5,0,0,80,210.1,0.01622,0.14,0.96,1
5.604,93.249,30,0,200,5.5,1,0,80,56.3,0.01622,0.14,0.79,1
5.323,94.835,49.5,5.8,427,5.7,0,0,80,28.8,0.01622,0.14,0.72,1
1.414,125.768,35,5.8,21,5.5,0,0.075,80,100.3,0.01622,0.14,0.98,1
-52.57,27.612,10,5.8,55,5.6,0,0.04,80,45.9,0.01622,0.14,1.28,1
10.906,91.795,10.5,16.6,139,5.5,0,0.098,80,45.1,0.01622,0.14,0.83,1
-55.299,-27.956,10,16.6,90,6,1,0,80,32.3,0.01622,0.14,1.04,1
4.926,95.108,40,16.6,505,6.1,1,0,80,36.9,0.01622,0.14,0.91,1
10.528,92.282,22.5,16.6,55,5.5,0,0,80,96.8,0.01622,0.14,0.75,1
37.017,27.804,15.9,16.6,344,5.5,0,0,80,23.2,0.01622,0.14,0.75,1
-0.878,-21.194,10,16.6,462,6.8,1,0,80,46.5,0.01622,0.14,0.97,1
6.041,126.297,45.3,16.6,67,5.5,0,0,80,68.7,0.01622,0.14,1.07,1
-4.238,152.717,10,16.6,222,6.1,1,0,80,17.4,0.01622,0.14,0.99,1
3.135,93.922,22,14.1,192,5.6,1,0,80,52.8,0.01622,0.14,0.83,1
14.57,92.387,25.7,14.1,174,5.5,1,0,80,36.9,0.01622,0.14,0.89,1
-6.462,105.236,58.7,4.9,199,6,0,0,80,32.6,0.01622,0.14,1.05,1
