Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,Status
54,5.5,591,6,1,0.035,80,26.6,0.01622,0.14,0.9,1
52.3,5.5,374,5.5,1,0,80,67.3,0.01622,0.14,0.78,1
5,5.5,578,5.8,0,0,80,24.1,0.01622,0.14,0.78,1
10,5.5,240,5.6,0,0.035,80,30,0.01622,0.14,0.8,1
30,5.5,259,5.8,1,0,80,59.6,0.01622,0.14,1.36,1
507.1,5.5,169,5.5,0,0.063,80,24.7,0.01622,0.14,0.9,1
30,5.5,118,5.5,0,0,80,48.3,0.01622,0.14,0.94,1
10,5.5,23,5.6,0,0,80,137.4,0.01622,0.14,1.29,1
197.4,5.5,538,6.1,1,0.127,80,27.9,0.01622,0.14,0.94,1
60.4,6.9,417,5.7,1,0.075,80,60.7,0.01622,0.14,0.74,1
18,6.9,405,6.1,0,0.093,80,29.2,0.01622,0.14,0.82,1
598.7,6.9,490,6.3,0,0,80,13.1,0.01622,0.14,0.84,1
10,6.9,401,6.6,0,0,80,22.9,0.01622,0.14,1.3,1
28.1,6.9,157,5.8,1,0.032,80,40.3,0.01622,0.14,1.04,1
579.1,6.9,650,6.9,1,0.059,80,23.4,0.01622,0.14,0.76,1
570.1,6.9,503,6.4,0,0.071,80,21.5,0.01622,0.14,0.74,1
10,6.9,96,5.8,1,0.056,80,37.8,0.01622,0.14,0.88,1
10,6.9,465,5.7,1,0.043,80,56.6,0.01622,0.14,1.13,1
39,6.9,469,5.8,0,0,80,34.5,0.01622,0.14,0.73,1
10,6.9,202,6.1,1,0.089,80,29.3,0.01622,0.14,0.86,1
30,6.9,510,8.6,2,0,80,22.1,0.01622,0.14,0.91,1
30,6.9,19,5.8,3,0,11,142.7,0.01622,0.14,0.55,1
30,6.9,288,5.9,3,0,91,28.6,0.01622,0.14,0.76,1
30.6,6.9,147,5.5,3,0,72,39.9,0.01622,0.14,0.66,1
36.1,7.9,434,6.1,3,0,142,25.9,0.01622,0.14,0.93,1
30.9,10.8,351,5.8,3,0,108,28.2,0.01622,0.14,0.82,1
38.6,10.8,390,5.7,3,0.061,108,26.6,0.01622,0.14,0.72,1
29.2,10.8,281,5.6,3,0,104,23.9,0.01622,0.14,0.78,1
35.8,10.8,147,5.5,0,0.054,104,26.7,0.01622,0.14,0.86,1
30,10.8,332,5.9,0,0.045,104,37.6,0.01622,0.14,0.81,1
30,10.8,110,5.5,0,0.039,104,42.2,0.01622,0.14,1.12,1
27.4,10.8,266,5.7,1,0.058,104,50.2,0.01622,0.14,0.85,1
79.6,10.8,242,5.7,0,0.08,104,37.8,0.01622,0.14,0.82,1
22,10.8,402,6.3,1,0,104,24.3,0.01622,0.14,0.86,1
25.2,10.8,241,5.6,0,0.043,104,42.5,0.01622,0.14,0.87,1
588.7,10.8,511,6.1,0,0,104,19.6,0.01622,0.14,0.98,1
10,10.8,179,5.9,0,0,104,65.8,0.01622,0.14,1,1
10,10.8,229,6,0,0.13,104,40.3,0.01622,0.14,1.01,1
22,10.8,363,5.8,0,0,104,29.4,0.01622,0.14,0.92,1
29.7,10.8,305,5.6,1,0.046,104,26.9,0.01622,0.14,0.98,1
10,10.8,473,6.1,1,0,104,33.1,0.01622,0.14,0.92,1
30,10.8,461,6,1,0,104,28.2,0.01622,0.14,0.85,1
129.2,5.1,237,5.6,0,0,104,31.3,0.01622,0.14,0.77,1
36,5.1,626,6.3,1,0,104,22.7,0.01622,0.14,0.87,1
30,5.1,341,5.6,1,0,104,48.1,0.01622,0.14,0.83,1
67.7,4.2,298,5.6,1,0,104,33.9,0.01622,0.14,0.81,1
26.4,4.2,345,5.6,1,0.058,104,27.4,0.01622,0.14,0.89,1
59.7,8.3,170,5.9,1,0,104,28.1,0.01622,0.14,1.03,1
11,8.3,468,6.3,0,0,104,18,0.01622,0.14,0.9,1
30,8.3,234,5.7,1,0.06,104,27.6,0.01622,0.14,0.85,1
20.9,8.3,309,6.1,1,0.044,104,25.9,0.01622,0.14,0.93,1
10,8.3,161,6.1,1,0,104,66.9,0.01622,0.14,0.97,1
10,8.3,29,5.8,1,0.05,104,49.6,0.01622,0.14,1.13,1
14,8.3,614,6,1,0,104,41.4,0.01622,0.14,0.86,1
10,8.3,63,5.7,0,0,104,40.2,0.01622,0.14,1.09,1
19,8.3,656,6.7,0,0,104,21.2,0.01622,0.14,1.02,1
30,8.3,230,5.7,3,0.044,76,27.1,0.01622,0.14,0.85,1
30,8.3,478,6.5,0,0.063,76,21.2,0.01622,0.14,0.94,1
30,8.3,189,5.5,3,0.081,60,37.6,0.01622,0.14,0.9,1
29.4,8.3,264,5.8,0,0.042,60,27.6,0.01622,0.14,0.77,1
23.5,8.3,148,5.6,0,0.08,60,39.1,0.01622,0.14,0.87,1
32.2,8.3,176,5.5,0,0,60,28.3,0.01622,0.14,0.79,1
30,8.3,374,6.4,1,0.048,60,27.2,0.01622,0.14,0.89,1
43,8.3,529,5.9,1,0.033,60,41.6,0.01622,0.14,0.74,1
24,8.3,402,6.1,1,0.044,60,26.9,0.01622,0.14,1.07,1
26.6,8.3,182,5.5,1,0.041,60,30.5,0.01622,0.14,0.81,1
10,8.3,105,5.5,0,0.052,60,96.7,0.01622,0.14,1.37,1
11.4,8.3,211,6.6,0,0,60,26,0.01622,0.14,1.07,1
129.9,8.3,522,6,0,0,60,48.4,0.01622,0.14,0.74,1
68,8.3,414,6.7,1,0.045,60,18.5,0.01622,0.14,0.96,1
33.4,8.3,436,5.7,0,0,60,30.9,0.01622,0.14,0.86,1
123.5,8.3,222,5.6,1,0,60,65.3,0.01622,0.14,1,1
10,8.3,43,5.9,1,0.043,60,71.6,0.01622,0.14,1.22,1
31,8.3,413,6.4,0,0.038,60,22.6,0.01622,0.14,0.89,1
118.7,8.3,393,5.8,0,0,60,35.6,0.01622,0.14,0.95,1
25.3,8.3,350,5.5,1,0.059,60,26.9,0.01622,0.14,0.88,1
425.8,4.2,392,5.9,1,0,60,26.8,0.01622,0.14,0.78,1
18.7,4.2,242,5.5,1,0.039,60,78.9,0.01622,0.14,0.89,1
45.3,2.9,416,5.9,0,0,60,87.2,0.01622,0.14,0.8,1
10,2.9,46,5.5,0,0.047,60,68.3,0.01622,0.14,0.92,1
32.2,2.9,217,5.6,0,0,60,38.2,0.01622,0.14,0.83,1
35.9,2.9,226,5.6,1,0.062,60,27,0.01622,0.14,0.72,1
10,2.9,181,5.6,1,0.062,60,83.8,0.01622,0.14,1.07,1
10,2.9,229,5.6,0,0.055,60,52.5,0.01622,0.14,1.01,1
18.1,2.9,87,5.6,1,0.089,60,123.2,0.01622,0.14,1.01,1
22,2.9,408,6.2,1,0.109,60,19.8,0.01622,0.14,0.91,1
31.4,2.9,322,5.9,1,0,60,67.4,0.01622,0.14,0.97,1
22.8,2.9,288,5.9,0,0.042,60,43,0.01622,0.14,0.83,1
10,2.9,103,5.5,1,0.033,60,43,0.01622,0.14,1.01,1
18,2.9,190,6.5,0,0.083,60,62.4,0.01622,0.14,1.26,1
10,2.9,477,5.9,1,0.078,60,50,0.01622,0.14,0.82,1
10,2.9,246,5.9,1,0.08,60,67.9,0.01622,0.14,1.06,1
44.7,2.9,138,5.5,0,0,60,28.6,0.01622,0.14,0.97,1
17,2.9,429,6.3,0,0.045,60,20.4,0.01622,0.14,0.91,1
10,2.9,249,6.5,0,0.106,60,16.3,0.01622,0.14,1.26,1
10,2.9,180,5.7,1,0.066,60,28.4,0.01622,0.14,1.12,1
34,2.9,695,6.7,1,0.04,60,20.9,0.01622,0.14,1,1
119.2,2.9,255,5.7,1,0,60,54.5,0.01622,0.14,0.76,1
10,2.9,210,5.9,0,0,60,40.7,0.01622,0.14,1.1,1
34,2.9,660,6.6,1,0.046,60,21.6,0.01622,0.14,1.03,1
102.2,9.9,135,6,1,0,60,31.1,0.01622,0.14,0.8,1
10,9.9,237,6.2,0,0.071,60,52.5,0.01622,0.14,0.96,1
9.7,12.1,434,5.7,3,0.048,141,34,0.01622,0.14,0.96,1
2.5,35,105,6.1,1,0.038,141,71.3,0.01622,0.14,1.28,1
95.5,35,464,5.5,1,0.042,141,31.3,0.01622,0.14,1.28,1
30,35,635,6.9,0,0.057,141,26,0.01622,0.14,0.92,1
565.3,35,334,6,1,0.052,141,19.2,0.01622,0.14,0.92,1
39.5,35,487,6.3,1,0,141,27.4,0.01622,0.14,0.98,1
55.6,35,533,5.6,1,0.052,141,28.8,0.01622,0.14,0.79,1
30,35,365,5.7,0,0,141,34.1,0.01622,0.14,0.76,1
10,35,92,5.5,0,0.06,141,46,0.01622,0.14,0.94,1
18.6,35,421,5.9,0,0.066,141,26.7,0.01622,0.14,0.9,1
34.2,35,281,5.7,1,0.054,141,83.5,0.01622,0.14,0.86,1
30,35,267,5.5,0,0.048,141,34.2,0.01622,0.14,0.76,1
10,35,59,5.7,0,0.043,141,34.6,0.01622,0.14,1.2,1
25.8,35,362,5.8,0,0,141,35.9,0.01622,0.14,0.72,1
22.4,35,332,5.6,0,0,141,21.6,0.01622,0.14,0.89,1
196.2,35,432,6.1,1,0,141,48.7,0.01622,0.14,0.88,1
24.9,35,292,5.8,1,0.066,141,28.9,0.01622,0.14,0.86,1
10,35,122,5.5,0,0.048,141,52.3,0.01622,0.14,0.96,1
26,35,411,6.1,1,0,141,21.9,0.01622,0.14,0.98,1
10,35,201,5.6,1,0,141,81.2,0.01622,0.14,1.16,1
10,35,290,5.6,0,0.061,141,60.2,0.01622,0.14,1.16,1
318.3,4.5,298,5.7,0,0.043,141,38.7,0.01622,0.14,0.99,1
10,4.5,34,5.8,0,0.062,141,75.9,0.01622,0.14,1.41,1
23.5,4.5,320,6.1,1,0.061,141,26.7,0.01622,0.14,0.81,1
10,4.5,89,5.6,1,0,141,46.4,0.01622,0.14,1.2,1
10,4.5,282,5.8,0,0.052,141,72.1,0.01622,0.14,0.91,1
40.9,4.5,421,5.6,1,0,141,34.7,0.01622,0.14,0.71,1
25,4.5,226,5.5,0,0.093,141,31.5,0.01622,0.14,0.75,1
10,4.5,34,5.6,0,0.06,141,81.6,0.01622,0.14,1.08,1
10,4.5,555,5.6,1,0.078,141,92.3,0.01622,0.14,0.8,1
94.1,4.5,241,6,1,0.063,141,28.9,0.01622,0.14,0.99,1
10,4.5,175,5.9,0,0.052,141,48.4,0.01622,0.14,1.07,1
18.6,21.7,189,5.8,1,0.049,141,33.8,0.01622,0.14,1.18,1
115.6,21.7,714,7.8,1,0,141,16.1,0.01622,0.14,1.01,1
144.1,7,485,5.7,3,0.073,82,29.2,0.01622,0.14,0.85,1
47.5,3.3,314,5.6,0,0,82,65.1,0.01622,0.14,0.83,1
17,3.3,885,6.8,0,0,82,25.1,0.01622,0.14,1.02,1
27.5,3.3,431,5.6,0,0,82,34.4,0.01622,0.14,1.02,1
16,3.3,420,7.2,0,0,82,31.4,0.01622,0.14,1.2,1
74.6,3.3,400,6.2,1,0,82,22.4,0.01622,0.14,0.92,1
10,3.3,132,6.4,1,0,82,29.2,0.01622,0.14,1.32,1
12,3.3,659,6.6,1,0,82,31.4,0.01622,0.14,1.06,1
10,3.3,202,5.7,1,0.054,82,35.2,0.01622,0.14,0.95,1
48.2,3.3,402,5.7,1,0,82,41.5,0.01622,0.14,0.72,1
10,3.3,199,5.8,0,0.075,82,48.5,0.01622,0.14,1,1
105,3.3,264,5.5,1,0.059,82,76.8,0.01622,0.14,0.95,1
10,3.3,180,5.8,1,0.053,82,41.6,0.01622,0.14,1.16,1
10,3.3,129,5.5,0,0,82,56,0.01622,0.14,0.85,1
91.6,3.3,333,5.7,1,0.086,82,37.9,0.01622,0.14,0.87,1
20,3.3,452,6.2,1,0.169,82,43.5,0.01622,0.14,0.87,1
30.6,3.3,181,5.8,0,0.046,82,56.4,0.01622,0.14,0.91,1
45.3,6.6,269,5.6,0,0.146,82,26.8,0.01622,0.14,0.88,1
37.6,6.6,355,5.9,0,0.035,82,40.7,0.01622,0.14,1.05,1
63.1,5,370,5.6,0,0,82,17.2,0.01622,0.14,0.92,1
206.4,5,336,5.5,0,0,82,43.8,0.01622,0.14,0.82,1
27,5,446,6.6,0,0.071,82,21.1,0.01622,0.14,1.12,1
40.5,4.5,261,5.8,0,0.069,82,43.1,0.01622,0.14,0.92,1
10,4.5,149,6.3,0,0.063,82,34.3,0.01622,0.14,1.05,1
21,4.5,398,6.7,0,0,82,22.3,0.01622,0.14,1,1
28.1,4.5,142,5.6,1,0,82,37,0.01622,0.14,0.83,1
10,4.5,166,5.9,0,0.083,82,47,0.01622,0.14,1.13,1
10,0,288,5.6,1,0,82,43.5,0.01622,0.14,0.96,1
33.3,0,341,5.6,0,0.116,82,69.9,0.01622,0.14,0.79,1
22.3,15.8,206,5.9,0,0.098,82,52.8,0.01622,0.14,1.01,1
55.2,15.8,388,5.8,1,0.05,82,29.3,0.01622,0.14,0.79,1
32.2,14.5,111,5.9,0,0,82,51.3,0.01622,0.14,1.08,1
10,14.5,204,6.1,1,0.049,82,29.8,0.01622,0.14,1.02,1
10,14.5,339,5.7,1,0.071,82,35.2,0.01622,0.14,1.02,1
23.1,14.5,248,5.6,1,0.068,82,29,0.01622,0.14,0.73,1
10,14.5,143,5.6,1,0,82,48.5,0.01622,0.14,0.82,1
10,14.5,228,6,1,0,82,35,0.01622,0.14,0.91,1
39.6,7.9,152,5.7,1,0,82,23.1,0.01622,0.14,0.88,1
49.6,7.9,331,5.5,1,0,82,45.3,0.01622,0.14,0.89,1
79.9,7.9,372,5.9,1,0.075,82,52.5,0.01622,0.14,0.79,1
10,7.9,33,5.7,0,0.048,82,89.8,0.01622,0.14,0.97,1
10,7.9,129,5.5,1,0.05,82,51.1,0.01622,0.14,1.15,1
18.8,15.6,190,5.8,1,0,82,38.1,0.01622,0.14,1.03,1
39.9,15.6,112,5.5,0,0,82,39.8,0.01622,0.14,1.06,1
125.7,15.6,290,5.5,1,0.052,82,28.6,0.01622,0.14,0.83,1
61,15.6,457,5.9,1,0,82,42.9,0.01622,0.14,0.69,1
10,15.6,325,6,1,0.067,82,43.6,0.01622,0.14,1.08,1
209.1,15.6,409,5.5,1,0,82,23.1,0.01622,0.14,0.85,1
167.9,15.6,331,5.6,1,0,82,36.4,0.01622,0.14,0.85,1
16,15.6,636,7.2,0,0.068,82,26.4,0.01622,0.14,0.93,1
31.3,15.6,250,5.6,0,0,82,36.3,0.01622,0.14,1.12,1
10,15.6,466,5.5,1,0,82,40.7,0.01622,0.14,1.03,1
84.8,15.6,86,5.6,0,0.063,82,44.7,0.01622,0.14,0.92,1
12.9,15.6,458,5.6,0,0,82,25.7,0.01622,0.14,0.74,1
27.6,15.6,454,5.8,0,0,82,105.4,0.01622,0.14,0.81,1
110.5,15.6,393,5.9,1,0.103,82,47.5,0.01622,0.14,0.74,1
50.3,15.6,438,5.6,1,0,82,48.5,0.01622,0.14,0.93,1
32.4,15.6,345,5.5,0,0.08,82,28.6,0.01622,0.14,0.66,1
10,0,65,6,0,0.04,82,34.1,0.01622,0.14,1.35,1
38,0,385,5.8,1,0.054,82,34.1,0.01622,0.14,0.8,1
16.9,0,435,5.7,1,0.06,82,49.4,0.01622,0.14,0.88,1
10,0,238,5.6,0,0.081,82,33.6,0.01622,0.14,0.76,1
69,0,275,5.9,1,0.048,82,54.6,0.01622,0.14,0.89,1
14,0,454,6.3,0,0,82,37.8,0.01622,0.14,1.16,1
40,0,194,5.8,0,0.09,82,22.2,0.01622,0.14,0.87,1
10,0,287,5.8,1,0.037,82,39,0.01622,0.14,1.02,1
45.3,0,146,5.6,1,0,82,79.5,0.01622,0.14,0.89,1
23.3,0,501,5.8,0,0.058,82,36.9,0.01622,0.14,0.93,1
10,0,484,5.5,0,0.065,82,21.8,0.01622,0.14,0.85,1
205.4,0,339,6,0,0.027,82,30.9,0.01622,0.14,0.84,1
28.9,0,81,5.5,0,0,82,50.6,0.01622,0.14,1.01,1
10,0,241,6.2,0,0,82,22.9,0.01622,0.14,1.19,1
10,0,277,6,1,0,82,61.5,0.01622,0.14,0.95,1
10,0,159,5.8,1,0,82,61.4,0.01622,0.14,1.15,1
39.2,0,364,5.5,0,0.047,82,30.8,0.01622,0.14,0.71,1
10,0,171,5.9,0,0,82,40.7,0.01622,0.14,0.92,1
23.6,13.8,145,6.1,1,0,82,30.9,0.01622,0.14,0.93,1
19.2,13.8,258,5.5,1,0.11,82,37.6,0.01622,0.14,0.87,1
35,13.8,114,6.1,0,0,82,63.5,0.01622,0.14,0.97,1
10,13.8,143,6.2,1,0,82,41.4,0.01622,0.14,1.1,1
10,13.8,112,5.6,0,0.098,82,41.9,0.01622,0.14,1,1
48.6,13.8,303,6,0,0,82,33,0.01622,0.14,0.83,1
113.8,13.8,287,5.8,1,0,82,40.9,0.01622,0.14,0.82,1
30,13.8,79,5.6,0,0,82,48.4,0.01622,0.14,1.19,1
36,13.8,698,7.2,0,0,82,19.6,0.01622,0.14,0.95,1
90.8,13.8,194,5.5,1,0.078,82,30.2,0.01622,0.14,1.16,1
25.3,16.6,85,5.5,0,0,82,72.1,0.01622,0.14,0.88,1
10,16.6,118,5.8,0,0,82,52.5,0.01622,0.14,0.85,1
10,16.6,363,5.9,0,0,82,88.2,0.01622,0.14,0.81,1
10,16.6,251,6.1,1,0,82,88.5,0.01622,0.14,1.48,1
10,16.6,108,5.7,1,0.043,82,92,0.01622,0.14,1.27,1
530.7,16.6,309,5.7,0,0.067,82,23.5,0.01622,0.14,0.83,1
10,16.6,309,6.2,1,0,82,41.7,0.01622,0.14,1.4,1
10,16.6,371,6.1,1,0.35,82,56.8,0.01622,0.14,1.22,1
30.7,11.9,110,5.6,0,0.061,82,80.7,0.01622,0.14,0.89,1
21.1,11.9,464,6.1,1,0.26,82,29.9,0.01622,0.14,0.85,1
10,11.9,88,5.5,0,0,82,54,0.01622,0.14,1.16,1
513.2,11.9,172,5.6,0,0.06,82,43,0.01622,0.14,0.97,1
147.1,11.9,285,5.5,0,0.029,82,35.7,0.01622,0.14,0.68,1
10,11.9,306,5.7,0,0,82,33.1,0.01622,0.14,0.92,1
10,11.9,201,5.7,0,0,82,40.9,0.01622,0.14,1,1
10,11.9,25,5.6,0,0,82,135.1,0.01622,0.14,1.5,1
25.2,11.9,143,5.6,1,0,82,118.6,0.01622,0.14,0.91,1
443.9,11.9,303,6,1,0,82,27.2,0.01622,0.14,0.89,1
10,11.9,151,6.2,1,0,82,30.1,0.01622,0.14,1.33,1
32,11.9,365,5.8,0,0,82,50.6,0.01622,0.14,0.85,1
27.6,11.9,208,5.6,1,0,82,30.3,0.01622,0.14,0.84,1
314.8,11.9,175,5.5,0,0,82,30.9,0.01622,0.14,0.85,1
49.2,7.2,173,5.7,0,0,82,54.1,0.01622,0.14,0.91,1
10,7.2,22,5.5,1,0.029,82,66.6,0.01622,0.14,1.22,1
10,7.2,105,5.7,0,0,82,29.3,0.01622,0.14,0.96,1
90,7.2,502,7.6,0,0,82,20,0.01622,0.14,1.04,1
112.6,7.2,359,5.8,3,0,149,22.6,0.01622,0.14,0.83,1
142.8,9.6,128,5.6,0,0.175,149,31.8,0.01622,0.14,0.81,1
96.2,9.6,117,5.6,1,0.059,149,35.3,0.01622,0.14,0.88,1
41,9.6,402,5.8,1,0.132,149,33.5,0.01622,0.14,0.86,1
383.9,7.1,298,5.7,1,0.103,149,26.8,0.01622,0.14,0.98,1
30,7.1,210,5.5,1,0.052,149,36.1,0.01622,0.14,0.8,1
10.7,10.7,221,5.7,0,0,149,17.6,0.01622,0.14,0.79,1
10,10.7,168,5.6,1,0.044,149,80.8,0.01622,0.14,0.99,1
84,10.7,490,5.7,1,0,149,16.9,0.01622,0.14,0.78,1
103,10.7,594,6.1,1,0.061,149,62.4,0.01622,0.14,0.74,1
10,10.7,147,5.8,1,0.068,149,40,0.01622,0.14,0.96,1
23,10.7,507,5.9,1,0.035,149,45.8,0.01622,0.14,0.83,1
11.8,10.7,207,5.5,1,0,149,62,0.01622,0.14,1.05,1
30,10.7,275,6.1,1,0.061,149,35.9,0.01622,0.14,1.08,1
30,10.7,105,5.6,1,0,149,77.7,0.01622,0.14,1.03,1
30,10.7,78,5.6,1,0.15,149,77.6,0.01622,0.14,1.21,1
35,10.7,110,5.6,0,0,149,69.6,0.01622,0.14,1.35,1
115,10.7,696,7.5,1,0.059,149,26.2,0.01622,0.14,0.88,1
25,10.7,402,6.6,0,0,149,17.7,0.01622,0.14,0.87,1
28,10.7,312,6.2,0,0.081,149,44.5,0.01622,0.14,1.08,1
25,10.7,209,5.7,0,0,149,54.3,0.01622,0.14,0.72,1
25,10.7,294,5.8,1,0.049,149,24.9,0.01622,0.14,0.77,1
547.4,10.7,417,5.6,1,0.073,149,24.2,0.01622,0.14,0.78,1
30.5,10.7,226,5.8,1,0.051,149,25,0.01622,0.14,0.73,1
32,10.7,334,5.5,0,0,149,41.3,0.01622,0.14,0.82,1
18.3,10.7,288,5.7,0,0.137,149,35.8,0.01622,0.14,0.95,1
15,0,438,5.9,1,0.099,149,29,0.01622,0.14,0.88,1
49.7,0,247,5.7,1,0.039,149,37,0.01622,0.14,1.13,1
26,0,724,7.6,0,0.049,149,21.1,0.01622,0.14,0.9,1
10,0,25,5.9,3,0,7,123.3,0.01622,0.14,1.28,1
10,0,8,5.7,3,0,3,184.4,0.01622,0.14,0.57,1
10,0,22,5.8,3,0,4,118.9,0.01622,0.14,0.84,1
10,0,10,5.6,3,0.043,2,145.6,0.01622,0.14,1.09,1
10,0,188,5.6,3,0,75,44.2,0.01622,0.14,1.04,1
10,0,355,5.7,3,0.069,177,30.1,0.01622,0.14,0.89,1
30,0,240,5.6,3,0.048,88,51.6,0.01622,0.14,0.84,1
10,0,388,5.5,3,0.047,168,21.3,0.01622,0.14,0.84,1
8,0,471,6.4,0,0.048,168,21.4,0.01622,0.14,0.98,1
10,0,307,5.6,0,0.038,168,36.3,0.01622,0.14,1.07,1
10,0,436,5.7,0,0,168,36.4,0.01622,0.14,0.94,1
12,0,628,5.7,1,0.068,168,21.3,0.01622,0.14,0.88,1
7,0,419,5.7,0,0.066,168,21.3,0.01622,0.14,1.02,1
30,0,95,5.5,0,0,168,34,0.01622,0.14,1.14,1
6.9,10.8,170,5.8,1,0.075,168,34,0.01622,0.14,0.87,1
30,10.8,503,5.9,1,0.05,168,22.7,0.01622,0.14,0.77,1
33.2,10.8,195,5.7,1,0,168,28.7,0.01622,0.14,0.99,1
33.9,18.4,151,5.5,0,0,168,76.3,0.01622,0.14,0.71,1
204.1,18.4,116,5.7,1,0,168,63.9,0.01622,0.14,1.23,1
42.8,18.4,604,6.1,0,0,168,20.1,0.01622,0.14,0.82,1
192,18.4,774,6.4,1,0,168,22.4,0.01622,0.14,0.88,1
38,18.4,354,5.7,1,0,168,37.2,0.01622,0.14,0.77,1
8.1,18.4,439,5.5,0,0,168,17.1,0.01622,0.14,0.77,1
10,18.4,193,5.7,0,0,168,34.7,0.01622,0.14,1.15,1
10.4,18.4,558,5.8,1,0.083,168,15.6,0.01622,0.14,1.15,1
123,18.4,404,5.7,1,0.058,168,40,0.01622,0.14,0.85,1
162.3,18.4,289,5.7,1,0,168,38.8,0.01622,0.14,1.13,1
14.3,18.4,521,5.7,0,0,168,39.8,0.01622,0.14,1.13,1
5,18.4,432,5.6,0,0.056,168,21,0.01622,0.14,0.98,1
32,18.4,527,6.3,1,0.037,168,21.4,0.01622,0.14,0.8,1
35.4,18.4,363,5.6,0,0.048,168,52.8,0.01622,0.14,0.9,1
10,18.4,494,5.9,1,0,168,19,0.01622,0.14,0.93,1
15,0,85,5.7,1,0.083,168,40,0.01622,0.14,1.13,1
53.2,0,377,5.5,0,0,168,45.4,0.01622,0.14,0.73,1
117,0,243,5.5,0,0,168,47.2,0.01622,0.14,0.89,1
380.7,0,534,5.9,1,0,168,20.3,0.01622,0.14,0.76,1
10,0,520,5.5,0,0,168,17.1,0.01622,0.14,0.88,1
175.4,0,253,5.9,1,0.038,168,18,0.01622,0.14,0.73,1
8,0,416,6.5,0,0,168,11.9,0.01622,0.14,0.83,1
31.5,0,206,5.5,0,0,168,85.2,0.01622,0.14,0.79,1
10,0,165,5.7,1,0.063,168,48,0.01622,0.14,0.93,1
12.7,0,196,5.7,1,0,168,38.2,0.01622,0.14,0.9,1
36,0,275,5.7,1,0,168,36.4,0.01622,0.14,0.86,1
10,0,71,5.6,0,0,168,55,0.01622,0.14,1.04,1
30,0,198,5.5,1,0,168,37.1,0.01622,0.14,0.73,1
25,0,147,6.4,0,0,168,31.5,0.01622,0.14,1.31,1
113.6,0,113,5.5,1,0,168,42,0.01622,0.14,1.05,1
48.2,0,62,5.5,0,0,168,56.1,0.01622,0.14,1,1
10,0,55,5.5,0,0,168,93.9,0.01622,0.14,1.16,1
248.3,0,492,5.9,1,0,168,19.3,0.01622,0.14,0.84,1
68.5,0,110,5.5,0,0,168,56.2,0.01622,0.14,0.85,1
6,0,552,5.9,1,0,168,30.8,0.01622,0.14,0.77,1
28.8,14.8,143,5.9,1,0,168,44.3,0.01622,0.14,0.82,1
20,0,242,5.9,1,0,168,38.4,0.01622,0.14,0.91,1
11,0,699,7,0,0,168,21.4,0.01622,0.14,0.86,1
15.9,0,356,5.7,1,0,168,45.9,0.01622,0.14,0.88,1
20,0,206,5.7,0,0,168,38.7,0.01622,0.14,0.9,1
147,0,509,6.8,1,0.078,168,30.1,0.01622,0.14,0.9,1
10,0,212,5.7,0,0,168,58.8,0.01622,0.14,0.84,1
21,0,358,6.5,1,0.053,168,20.7,0.01622,0.14,0.98,1
30,0,616,6.2,0,0,168,41.9,0.01622,0.14,1.04,1
125.7,7.3,108,5.5,0,0,168,44.5,0.01622,0.14,0.88,1
145,7.3,566,6.1,1,0,168,23.1,0.01622,0.14,0.91,1
10,7.3,258,5.6,0,0,168,40.1,0.01622,0.14,1.08,1
13.5,7.3,119,5.5,0,0,168,49.3,0.01622,0.14,1.23,1
37.6,7.3,401,5.7,0,0,168,105.3,0.01622,0.14,0.89,1
68,7.3,172,6.2,0,0,168,41,0.01622,0.14,0.98,1
631.9,7.3,538,5.5,1,0,168,18.7,0.01622,0.14,0.76,1
35,7.3,274,5.6,0,0,168,32.3,0.01622,0.14,0.71,1
34,7.3,190,5.8,0,0.069,168,42.4,0.01622,0.14,1.19,1
172.9,7.3,195,5.5,0,0,168,35.1,0.01622,0.14,0.77,1
10,7.3,637,5.9,0,0,168,25,0.01622,0.14,1.06,1
10,7.3,416,5.5,0,0.068,168,45.5,0.01622,0.14,1.13,1
24.4,7.3,193,5.6,1,0,168,40,0.01622,0.14,0.78,1
10,7.3,89,5.7,1,0.044,168,28.7,0.01622,0.14,1.32,1
48.6,7.3,170,5.5,0,0,168,39.8,0.01622,0.14,0.92,1
11,7.3,389,6,0,0.066,168,37,0.01622,0.14,0.95,1
23.3,7.3,105,5.5,0,0,168,81.1,0.01622,0.14,1.12,1
13,7.3,178,6.4,0,0,168,24.8,0.01622,0.14,1.12,1
644.7,7.3,341,5.5,0,0,168,23,0.01622,0.14,0.82,1
29,7.3,464,6.5,0,0,168,48.8,0.01622,0.14,0.79,1
10,7.3,91,5.7,0,0.083,168,39.4,0.01622,0.14,1.03,1
26,7.3,503,5.9,1,0,168,34.8,0.01622,0.14,0.86,1
10,7.3,114,5.7,0,0,168,45.3,0.01622,0.14,1.11,1
10,7.3,83,5.5,1,0,168,28.8,0.01622,0.14,1.03,1
22,7.3,561,6.8,0,0.063,168,20,0.01622,0.14,0.98,1
21,7.3,340,6.4,0,0,168,21.4,0.01622,0.14,0.98,1
216.8,7.3,431,6.1,1,0,168,21.1,0.01622,0.14,0.85,1
10,7.3,296,5.5,0,0,168,37.1,0.01622,0.14,0.68,1
